(7, 17),N,{(7, 19): 0.2, (7, 18): 0.8}
(7, 19),N,{(7, 20): 1.0}
(7, 19),S,{(7, 17): 0.2, (7, 18): 0.8}
(7, 19),E,{(9, 19): 0.2, (8, 19): 0.8}
(7, 19),W,{(5, 19): 0.2, (6, 19): 0.8}
(18, 19),N,{(18, 20): 1.0}
(18, 19),S,{(18, 17): 0.2, (18, 18): 0.8}
(18, 19),E,{(20, 19): 0.2, (19, 19): 0.8}
(18, 19),W,{(16, 19): 0.2, (17, 19): 0.8}
(8, 2),N,{(8, 4): 0.2, (8, 3): 0.8}
(8, 2),S,{(8, 0): 0.2, (8, 1): 0.8}
(8, 2),E,{(10, 2): 0.2, (9, 2): 0.8}
(8, 2),W,{(6, 2): 0.2, (7, 2): 0.8}
(19, 2),N,{(19, 4): 0.2, (19, 3): 0.8}
(19, 2),S,{(19, 0): 0.2, (19, 1): 0.8}
(19, 2),E,{(20, 2): 1.0}
(19, 2),W,{(17, 2): 0.2, (18, 2): 0.8}
(8, 11),N,{(8, 13): 0.2, (8, 12): 0.8}
(8, 11),S,{(8, 9): 0.2, (8, 10): 0.8}
(8, 11),E,{(10, 11): 0.2, (9, 11): 0.8}
(8, 11),W,{(6, 11): 0.2, (7, 11): 0.8}
(19, 11),N,{(19, 13): 0.2, (19, 12): 0.8}
(19, 11),S,{(19, 9): 0.2, (19, 10): 0.8}
(19, 11),E,{(20, 11): 1.0}
(19, 11),W,{(17, 11): 0.2, (18, 11): 0.8}
(0, 7),N,{(0, 9): 0.2, (0, 8): 0.8}
(0, 7),S,{(0, 5): 0.2, (0, 6): 0.8}
(0, 7),E,{(2, 7): 0.2, (1, 7): 0.8}
(0, 7),W,{(0, 7): 1}
(11, 7),N,{(11, 9): 0.2, (11, 8): 0.8}
(11, 7),S,{(11, 5): 0.2, (11, 6): 0.8}
(11, 7),E,{(13, 7): 0.2, (12, 7): 0.8}
(11, 7),W,{(9, 7): 0.2, (10, 7): 0.8}
(0, 16),N,{(0, 18): 0.2, (0, 17): 0.8}
(0, 16),S,{(0, 14): 0.2, (0, 15): 0.8}
(0, 16),E,{(2, 16): 0.2, (1, 16): 0.8}
(0, 16),W,{(0, 16): 1}
(11, 16),N,{(11, 18): 0.2, (11, 17): 0.8}
(11, 16),S,{(11, 14): 0.2, (11, 15): 0.8}
(11, 16),E,{(13, 16): 0.2, (12, 16): 0.8}
(11, 16),W,{(9, 16): 0.2, (10, 16): 0.8}
(10, 20),S,{(10, 18): 0.2, (10, 19): 0.8}
(10, 20),E,{(12, 20): 0.2, (11, 20): 0.8}
(10, 20),W,{(8, 20): 0.2, (9, 20): 0.8}
(10, 20),N,{(10, 20): 1}
(3, 8),N,{(3, 10): 0.2, (3, 9): 0.8}
(3, 8),S,{(3, 6): 0.2, (3, 7): 0.8}
(3, 8),E,{(5, 8): 0.2, (4, 8): 0.8}
(3, 8),W,{(1, 8): 0.2, (2, 8): 0.8}
(14, 8),N,{(14, 10): 0.2, (14, 9): 0.8}
(14, 8),S,{(14, 6): 0.2, (14, 7): 0.8}
(14, 8),E,{(16, 8): 0.2, (15, 8): 0.8}
(14, 8),W,{(12, 8): 0.2, (13, 8): 0.8}
(3, 17),N,{(3, 19): 0.2, (3, 18): 0.8}
(3, 17),S,{(3, 15): 0.2, (3, 16): 0.8}
(3, 17),E,{(5, 17): 0.2, (4, 17): 0.8}
(3, 17),W,{(1, 17): 0.2, (2, 17): 0.8}
(14, 17),N,{(14, 19): 0.2, (14, 18): 0.8}
(14, 17),S,{(14, 15): 0.2, (14, 16): 0.8}
(14, 17),E,{(16, 17): 0.2, (15, 17): 0.8}
(14, 17),W,{(12, 17): 0.2, (13, 17): 0.8}
(15, 0),N,{(15, 2): 0.2, (15, 1): 0.8}
(15, 0),E,{(17, 0): 0.2, (16, 0): 0.8}
(15, 0),W,{(13, 0): 0.2, (14, 0): 0.8}
(15, 0),S,{(15, 0): 1}
(15, 9),N,{(15, 11): 0.2, (15, 10): 0.8}
(15, 9),S,{(15, 7): 0.2, (15, 8): 0.8}
(15, 9),E,{(17, 9): 0.2, (16, 9): 0.8}
(15, 9),W,{(13, 9): 0.2, (14, 9): 0.8}
(7, 5),N,{(7, 7): 0.2, (7, 6): 0.8}
(7, 5),S,{(7, 3): 0.2, (7, 4): 0.8}
(7, 5),E,{(9, 5): 0.2, (8, 5): 0.8}
(7, 5),W,{(5, 5): 0.2, (6, 5): 0.8}
(18, 5),N,{(18, 7): 0.2, (18, 6): 0.8}
(18, 5),S,{(18, 3): 0.2, (18, 4): 0.8}
(18, 5),E,{(20, 5): 0.2, (19, 5): 0.8}
(18, 5),W,{(16, 5): 0.2, (17, 5): 0.8}
(15, 18),N,{(15, 20): 0.2, (15, 19): 0.8}
(15, 18),S,{(15, 16): 0.2, (15, 17): 0.8}
(15, 18),E,{(17, 18): 0.2, (16, 18): 0.8}
(15, 18),W,{(13, 18): 0.2, (14, 18): 0.8}
(7, 14),N,{(7, 16): 0.2, (7, 15): 0.8}
(7, 14),S,{(7, 12): 0.2, (7, 13): 0.8}
(7, 14),E,{(9, 14): 0.2, (8, 14): 0.8}
(7, 14),W,{(5, 14): 0.2, (6, 14): 0.8}
(18, 14),N,{(18, 16): 0.2, (18, 15): 0.8}
(18, 14),S,{(18, 12): 0.2, (18, 13): 0.8}
(18, 14),E,{(20, 14): 0.2, (19, 14): 0.8}
(18, 14),W,{(16, 14): 0.2, (17, 14): 0.8}
(19, 6),N,{(19, 8): 0.2, (19, 7): 0.8}
(19, 6),S,{(19, 4): 0.2, (19, 5): 0.8}
(19, 6),E,{(20, 6): 1.0}
(19, 6),W,{(17, 6): 0.2, (18, 6): 0.8}
(0, 2),N,{(0, 4): 0.2, (0, 3): 0.8}
(0, 2),S,{(0, 0): 0.2, (0, 1): 0.8}
(0, 2),E,{(2, 2): 0.2, (1, 2): 0.8}
(0, 2),W,{(0, 2): 1}
(11, 2),N,{(11, 4): 0.2, (11, 3): 0.8}
(11, 2),S,{(11, 0): 0.2, (11, 1): 0.8}
(11, 2),E,{(13, 2): 0.2, (12, 2): 0.8}
(11, 2),W,{(9, 2): 0.2, (10, 2): 0.8}
(10, 15),N,{(10, 17): 0.2, (10, 16): 0.8}
(10, 15),S,{(10, 13): 0.2, (10, 14): 0.8}
(10, 15),E,{(12, 15): 0.2, (11, 15): 0.8}
(10, 15),W,{(8, 15): 0.2, (9, 15): 0.8}
(2, 20),S,{(2, 18): 0.2, (2, 19): 0.8}
(2, 20),E,{(4, 20): 0.2, (3, 20): 0.8}
(2, 20),W,{(0, 20): 0.2, (1, 20): 0.8}
(2, 20),N,{(2, 20): 1}
(3, 3),N,{(3, 5): 0.2, (3, 4): 0.8}
(3, 3),S,{(3, 1): 0.2, (3, 2): 0.8}
(3, 3),E,{(5, 3): 0.2, (4, 3): 0.8}
(3, 3),W,{(1, 3): 0.2, (2, 3): 0.8}
(14, 3),N,{(14, 5): 0.2, (14, 4): 0.8}
(14, 3),S,{(14, 1): 0.2, (14, 2): 0.8}
(14, 3),E,{(16, 3): 0.2, (15, 3): 0.8}
(14, 3),W,{(12, 3): 0.2, (13, 3): 0.8}
(3, 12),N,{(3, 14): 0.2, (3, 13): 0.8}
(3, 12),S,{(3, 10): 0.2, (3, 11): 0.8}
(3, 12),E,{(5, 12): 0.2, (4, 12): 0.8}
(3, 12),W,{(1, 12): 0.2, (2, 12): 0.8}
(14, 12),N,{(14, 14): 0.2, (14, 13): 0.8}
(14, 12),S,{(14, 10): 0.2, (14, 11): 0.8}
(14, 12),E,{(16, 12): 0.2, (15, 12): 0.8}
(14, 12),W,{(12, 12): 0.2, (13, 12): 0.8}
(15, 4),N,{(15, 6): 0.2, (15, 5): 0.8}
(15, 4),S,{(15, 2): 0.2, (15, 3): 0.8}
(15, 4),E,{(17, 4): 0.2, (16, 4): 0.8}
(15, 4),W,{(13, 4): 0.2, (14, 4): 0.8}
(7, 0),N,{(7, 2): 0.2, (7, 1): 0.8}
(7, 0),E,{(9, 0): 0.2, (8, 0): 0.8}
(7, 0),W,{(5, 0): 0.2, (6, 0): 0.8}
(7, 0),S,{(7, 0): 1}
(18, 0),N,{(18, 2): 0.2, (18, 1): 0.8}
(18, 0),E,{(20, 0): 0.2, (19, 0): 0.8}
(18, 0),W,{(16, 0): 0.2, (17, 0): 0.8}
(18, 0),S,{(18, 0): 1}
(15, 13),N,{(15, 15): 0.2, (15, 14): 0.8}
(15, 13),S,{(15, 11): 0.2, (15, 12): 0.8}
(15, 13),E,{(17, 13): 0.2, (16, 13): 0.8}
(15, 13),W,{(13, 13): 0.2, (14, 13): 0.8}
(7, 9),N,{(7, 11): 0.2, (7, 10): 0.8}
(7, 9),S,{(7, 7): 0.2, (7, 8): 0.8}
(7, 9),E,{(9, 9): 0.2, (8, 9): 0.8}
(7, 9),W,{(5, 9): 0.2, (6, 9): 0.8}
(18, 9),N,{(18, 11): 0.2, (18, 10): 0.8}
(18, 9),S,{(18, 7): 0.2, (18, 8): 0.8}
(18, 9),E,{(20, 9): 0.2, (19, 9): 0.8}
(18, 9),W,{(16, 9): 0.2, (17, 9): 0.8}
(18, 18),N,{(18, 20): 0.2, (18, 19): 0.8}
(18, 18),S,{(18, 16): 0.2, (18, 17): 0.8}
(18, 18),E,{(20, 18): 0.2, (19, 18): 0.8}
(18, 18),W,{(16, 18): 0.2, (17, 18): 0.8}
(10, 1),N,{(10, 3): 0.2, (10, 2): 0.8}
(10, 1),S,{(10, 0): 1.0}
(10, 1),E,{(12, 1): 0.2, (11, 1): 0.8}
(10, 1),W,{(8, 1): 0.2, (9, 1): 0.8}
(10, 10),N,{(10, 12): 0.2, (10, 11): 0.8}
(10, 10),S,{(10, 8): 0.2, (10, 9): 0.8}
(10, 10),E,{(12, 10): 0.2, (11, 10): 0.8}
(10, 10),W,{(8, 10): 0.2, (9, 10): 0.8}
(2, 6),N,{(2, 8): 0.2, (2, 7): 0.8}
(2, 6),S,{(2, 4): 0.2, (2, 5): 0.8}
(2, 6),E,{(4, 6): 0.2, (3, 6): 0.8}
(2, 6),W,{(0, 6): 0.2, (1, 6): 0.8}
(10, 19),N,{(10, 20): 1.0}
(10, 19),S,{(10, 17): 0.2, (10, 18): 0.8}
(10, 19),E,{(12, 19): 0.2, (11, 19): 0.8}
(10, 19),W,{(8, 19): 0.2, (9, 19): 0.8}
(2, 15),N,{(2, 17): 0.2, (2, 16): 0.8}
(2, 15),S,{(2, 13): 0.2, (2, 14): 0.8}
(2, 15),E,{(4, 15): 0.2, (3, 15): 0.8}
(2, 15),W,{(0, 15): 0.2, (1, 15): 0.8}
(3, 7),N,{(3, 9): 0.2, (3, 8): 0.8}
(3, 7),S,{(3, 5): 0.2, (3, 6): 0.8}
(3, 7),E,{(5, 7): 0.2, (4, 7): 0.8}
(3, 7),W,{(1, 7): 0.2, (2, 7): 0.8}
(14, 7),N,{(14, 9): 0.2, (14, 8): 0.8}
(14, 7),S,{(14, 5): 0.2, (14, 6): 0.8}
(14, 7),E,{(16, 7): 0.2, (15, 7): 0.8}
(14, 7),W,{(12, 7): 0.2, (13, 7): 0.8}
(3, 16),N,{(3, 18): 0.2, (3, 17): 0.8}
(3, 16),S,{(3, 14): 0.2, (3, 15): 0.8}
(3, 16),E,{(5, 16): 0.2, (4, 16): 0.8}
(3, 16),W,{(1, 16): 0.2, (2, 16): 0.8}
(14, 16),N,{(14, 18): 0.2, (14, 17): 0.8}
(14, 16),S,{(14, 14): 0.2, (14, 15): 0.8}
(14, 16),E,{(16, 16): 0.2, (15, 16): 0.8}
(14, 16),W,{(12, 16): 0.2, (13, 16): 0.8}
(17, 18),N,{(17, 20): 0.2, (17, 19): 0.8}
(17, 18),S,{(17, 16): 0.2, (17, 17): 0.8}
(17, 18),E,{(19, 18): 0.2, (18, 18): 0.8}
(17, 18),W,{(15, 18): 0.2, (16, 18): 0.8}
(7, 4),N,{(7, 6): 0.2, (7, 5): 0.8}
(7, 4),S,{(7, 2): 0.2, (7, 3): 0.8}
(7, 4),E,{(9, 4): 0.2, (8, 4): 0.8}
(7, 4),W,{(5, 4): 0.2, (6, 4): 0.8}
(18, 4),N,{(18, 6): 0.2, (18, 5): 0.8}
(18, 4),S,{(18, 2): 0.2, (18, 3): 0.8}
(18, 4),E,{(20, 4): 0.2, (19, 4): 0.8}
(18, 4),W,{(16, 4): 0.2, (17, 4): 0.8}
(6, 8),N,{(6, 10): 0.2, (6, 9): 0.8}
(6, 8),S,{(6, 6): 0.2, (6, 7): 0.8}
(6, 8),E,{(8, 8): 0.2, (7, 8): 0.8}
(6, 8),W,{(4, 8): 0.2, (5, 8): 0.8}
(6, 17),N,{(6, 19): 0.2, (6, 18): 0.8}
(6, 17),S,{(6, 15): 0.2, (6, 16): 0.8}
(6, 17),E,{(8, 17): 0.2, (7, 17): 0.8}
(6, 17),W,{(4, 17): 0.2, (5, 17): 0.8}
(10, 5),N,{(10, 7): 0.2, (10, 6): 0.8}
(10, 5),S,{(10, 3): 0.2, (10, 4): 0.8}
(10, 5),E,{(12, 5): 0.2, (11, 5): 0.8}
(10, 5),W,{(8, 5): 0.2, (9, 5): 0.8}
(2, 1),N,{(2, 3): 0.2, (2, 2): 0.8}
(2, 1),S,{(2, 0): 1.0}
(2, 1),E,{(4, 1): 0.2, (3, 1): 0.8}
(2, 1),W,{(0, 1): 0.2, (1, 1): 0.8}
(10, 14),N,{(10, 16): 0.2, (10, 15): 0.8}
(10, 14),S,{(10, 12): 0.2, (10, 13): 0.8}
(10, 14),E,{(12, 14): 0.2, (11, 14): 0.8}
(10, 14),W,{(8, 14): 0.2, (9, 14): 0.8}
(2, 10),N,{(2, 12): 0.2, (2, 11): 0.8}
(2, 10),S,{(2, 8): 0.2, (2, 9): 0.8}
(2, 10),E,{(4, 10): 0.2, (3, 10): 0.8}
(2, 10),W,{(0, 10): 0.2, (1, 10): 0.8}
(2, 19),N,{(2, 20): 1.0}
(2, 19),S,{(2, 17): 0.2, (2, 18): 0.8}
(2, 19),E,{(4, 19): 0.2, (3, 19): 0.8}
(2, 19),W,{(0, 19): 0.2, (1, 19): 0.8}
(3, 2),N,{(3, 4): 0.2, (3, 3): 0.8}
(3, 2),S,{(3, 0): 0.2, (3, 1): 0.8}
(3, 2),E,{(5, 2): 0.2, (4, 2): 0.8}
(3, 2),W,{(1, 2): 0.2, (2, 2): 0.8}
(14, 2),N,{(14, 4): 0.2, (14, 3): 0.8}
(14, 2),S,{(14, 0): 0.2, (14, 1): 0.8}
(14, 2),E,{(16, 2): 0.2, (15, 2): 0.8}
(14, 2),W,{(12, 2): 0.2, (13, 2): 0.8}
(3, 11),N,{(3, 13): 0.2, (3, 12): 0.8}
(3, 11),S,{(3, 9): 0.2, (3, 10): 0.8}
(3, 11),E,{(5, 11): 0.2, (4, 11): 0.8}
(3, 11),W,{(1, 11): 0.2, (2, 11): 0.8}
(14, 11),N,{(14, 13): 0.2, (14, 12): 0.8}
(14, 11),S,{(14, 9): 0.2, (14, 10): 0.8}
(14, 11),E,{(16, 11): 0.2, (15, 11): 0.8}
(14, 11),W,{(12, 11): 0.2, (13, 11): 0.8}
(17, 13),N,{(17, 15): 0.2, (17, 14): 0.8}
(17, 13),S,{(17, 11): 0.2, (17, 12): 0.8}
(17, 13),E,{(19, 13): 0.2, (18, 13): 0.8}
(17, 13),W,{(15, 13): 0.2, (16, 13): 0.8}
(5, 20),S,{(5, 18): 0.2, (5, 19): 0.8}
(5, 20),E,{(7, 20): 0.2, (6, 20): 0.8}
(5, 20),W,{(3, 20): 0.2, (4, 20): 0.8}
(5, 20),N,{(5, 20): 1}
(9, 18),N,{(9, 20): 0.2, (9, 19): 0.8}
(9, 18),S,{(9, 16): 0.2, (9, 17): 0.8}
(9, 18),E,{(11, 18): 0.2, (10, 18): 0.8}
(9, 18),W,{(7, 18): 0.2, (8, 18): 0.8}
(6, 3),N,{(6, 5): 0.2, (6, 4): 0.8}
(6, 3),S,{(6, 1): 0.2, (6, 2): 0.8}
(6, 3),E,{(8, 3): 0.2, (7, 3): 0.8}
(6, 3),W,{(4, 3): 0.2, (5, 3): 0.8}
(6, 12),N,{(6, 14): 0.2, (6, 13): 0.8}
(6, 12),S,{(6, 10): 0.2, (6, 11): 0.8}
(6, 12),E,{(8, 12): 0.2, (7, 12): 0.8}
(6, 12),W,{(4, 12): 0.2, (5, 12): 0.8}
(10, 0),N,{(10, 2): 0.2, (10, 1): 0.8}
(10, 0),E,{(12, 0): 0.2, (11, 0): 0.8}
(10, 0),W,{(8, 0): 0.2, (9, 0): 0.8}
(10, 0),S,{(10, 0): 1}
(10, 9),N,{(10, 11): 0.2, (10, 10): 0.8}
(10, 9),S,{(10, 7): 0.2, (10, 8): 0.8}
(10, 9),E,{(12, 9): 0.2, (11, 9): 0.8}
(10, 9),W,{(8, 9): 0.2, (9, 9): 0.8}
(2, 5),N,{(2, 7): 0.2, (2, 6): 0.8}
(2, 5),S,{(2, 3): 0.2, (2, 4): 0.8}
(2, 5),E,{(4, 5): 0.2, (3, 5): 0.8}
(2, 5),W,{(0, 5): 0.2, (1, 5): 0.8}
(10, 18),N,{(10, 20): 0.2, (10, 19): 0.8}
(10, 18),S,{(10, 16): 0.2, (10, 17): 0.8}
(10, 18),E,{(12, 18): 0.2, (11, 18): 0.8}
(10, 18),W,{(8, 18): 0.2, (9, 18): 0.8}
(2, 14),N,{(2, 16): 0.2, (2, 15): 0.8}
(2, 14),S,{(2, 12): 0.2, (2, 13): 0.8}
(2, 14),E,{(4, 14): 0.2, (3, 14): 0.8}
(2, 14),W,{(0, 14): 0.2, (1, 14): 0.8}
(13, 20),S,{(13, 18): 0.2, (13, 19): 0.8}
(13, 20),E,{(15, 20): 0.2, (14, 20): 0.8}
(13, 20),W,{(11, 20): 0.2, (12, 20): 0.8}
(13, 20),N,{(13, 20): 1}
(14, 6),N,{(14, 8): 0.2, (14, 7): 0.8}
(14, 6),S,{(14, 4): 0.2, (14, 5): 0.8}
(14, 6),E,{(16, 6): 0.2, (15, 6): 0.8}
(14, 6),W,{(12, 6): 0.2, (13, 6): 0.8}
(17, 8),N,{(17, 10): 0.2, (17, 9): 0.8}
(17, 8),S,{(17, 6): 0.2, (17, 7): 0.8}
(17, 8),E,{(19, 8): 0.2, (18, 8): 0.8}
(17, 8),W,{(15, 8): 0.2, (16, 8): 0.8}
(9, 4),N,{(9, 6): 0.2, (9, 5): 0.8}
(9, 4),S,{(9, 2): 0.2, (9, 3): 0.8}
(9, 4),E,{(11, 4): 0.2, (10, 4): 0.8}
(9, 4),W,{(7, 4): 0.2, (8, 4): 0.8}
(5, 15),N,{(5, 17): 0.2, (5, 16): 0.8}
(5, 15),S,{(5, 13): 0.2, (5, 14): 0.8}
(5, 15),E,{(7, 15): 0.2, (6, 15): 0.8}
(5, 15),W,{(3, 15): 0.2, (4, 15): 0.8}
(17, 17),N,{(17, 19): 0.2, (17, 18): 0.8}
(17, 17),S,{(17, 15): 0.2, (17, 16): 0.8}
(17, 17),E,{(19, 17): 0.2, (18, 17): 0.8}
(17, 17),W,{(15, 17): 0.2, (16, 17): 0.8}
(9, 13),N,{(9, 15): 0.2, (9, 14): 0.8}
(9, 13),S,{(9, 11): 0.2, (9, 12): 0.8}
(9, 13),E,{(11, 13): 0.2, (10, 13): 0.8}
(9, 13),W,{(7, 13): 0.2, (8, 13): 0.8}
(6, 7),N,{(6, 9): 0.2, (6, 8): 0.8}
(6, 7),S,{(6, 5): 0.2, (6, 6): 0.8}
(6, 7),E,{(8, 7): 0.2, (7, 7): 0.8}
(6, 7),W,{(4, 7): 0.2, (5, 7): 0.8}
(6, 16),N,{(6, 18): 0.2, (6, 17): 0.8}
(6, 16),S,{(6, 14): 0.2, (6, 15): 0.8}
(6, 16),E,{(8, 16): 0.2, (7, 16): 0.8}
(6, 16),W,{(4, 16): 0.2, (5, 16): 0.8}
(10, 4),N,{(10, 6): 0.2, (10, 5): 0.8}
(10, 4),S,{(10, 2): 0.2, (10, 3): 0.8}
(10, 4),E,{(12, 4): 0.2, (11, 4): 0.8}
(10, 4),W,{(8, 4): 0.2, (9, 4): 0.8}
(2, 0),N,{(2, 2): 0.2, (2, 1): 0.8}
(2, 0),E,{(4, 0): 0.2, (3, 0): 0.8}
(2, 0),W,{(0, 0): 0.2, (1, 0): 0.8}
(2, 0),S,{(2, 0): 1}
(10, 13),N,{(10, 15): 0.2, (10, 14): 0.8}
(10, 13),S,{(10, 11): 0.2, (10, 12): 0.8}
(10, 13),E,{(12, 13): 0.2, (11, 13): 0.8}
(10, 13),W,{(8, 13): 0.2, (9, 13): 0.8}
(2, 9),N,{(2, 11): 0.2, (2, 10): 0.8}
(2, 9),S,{(2, 7): 0.2, (2, 8): 0.8}
(2, 9),E,{(4, 9): 0.2, (3, 9): 0.8}
(2, 9),W,{(0, 9): 0.2, (1, 9): 0.8}
(13, 6),N,{(13, 8): 0.2, (13, 7): 0.8}
(13, 6),S,{(13, 4): 0.2, (13, 5): 0.8}
(13, 6),E,{(15, 6): 0.2, (14, 6): 0.8}
(13, 6),W,{(11, 6): 0.2, (12, 6): 0.8}
(2, 18),N,{(2, 20): 0.2, (2, 19): 0.8}
(2, 18),S,{(2, 16): 0.2, (2, 17): 0.8}
(2, 18),E,{(4, 18): 0.2, (3, 18): 0.8}
(2, 18),W,{(0, 18): 0.2, (1, 18): 0.8}
(13, 15),N,{(13, 17): 0.2, (13, 16): 0.8}
(13, 15),S,{(13, 13): 0.2, (13, 14): 0.8}
(13, 15),E,{(15, 15): 0.2, (14, 15): 0.8}
(13, 15),W,{(11, 15): 0.2, (12, 15): 0.8}
(16, 11),N,{(16, 13): 0.2, (16, 12): 0.8}
(16, 11),S,{(16, 9): 0.2, (16, 10): 0.8}
(16, 11),E,{(18, 11): 0.2, (17, 11): 0.8}
(16, 11),W,{(14, 11): 0.2, (15, 11): 0.8}
(16, 20),S,{(16, 18): 0.2, (16, 19): 0.8}
(16, 20),E,{(18, 20): 0.2, (17, 20): 0.8}
(16, 20),W,{(14, 20): 0.2, (15, 20): 0.8}
(16, 20),N,{(16, 20): 1}
(5, 1),N,{(5, 3): 0.2, (5, 2): 0.8}
(5, 1),S,{(5, 0): 1.0}
(5, 1),E,{(7, 1): 0.2, (6, 1): 0.8}
(5, 1),W,{(3, 1): 0.2, (4, 1): 0.8}
(17, 3),N,{(17, 5): 0.2, (17, 4): 0.8}
(17, 3),S,{(17, 1): 0.2, (17, 2): 0.8}
(17, 3),E,{(19, 3): 0.2, (18, 3): 0.8}
(17, 3),W,{(15, 3): 0.2, (16, 3): 0.8}
(5, 10),N,{(5, 12): 0.2, (5, 11): 0.8}
(5, 10),S,{(5, 8): 0.2, (5, 9): 0.8}
(5, 10),E,{(7, 10): 0.2, (6, 10): 0.8}
(5, 10),W,{(3, 10): 0.2, (4, 10): 0.8}
(17, 12),N,{(17, 14): 0.2, (17, 13): 0.8}
(17, 12),S,{(17, 10): 0.2, (17, 11): 0.8}
(17, 12),E,{(19, 12): 0.2, (18, 12): 0.8}
(17, 12),W,{(15, 12): 0.2, (16, 12): 0.8}
(9, 8),N,{(9, 10): 0.2, (9, 9): 0.8}
(9, 8),S,{(9, 6): 0.2, (9, 7): 0.8}
(9, 8),E,{(11, 8): 0.2, (10, 8): 0.8}
(9, 8),W,{(7, 8): 0.2, (8, 8): 0.8}
(5, 19),N,{(5, 20): 1.0}
(5, 19),S,{(5, 17): 0.2, (5, 18): 0.8}
(5, 19),E,{(7, 19): 0.2, (6, 19): 0.8}
(5, 19),W,{(3, 19): 0.2, (4, 19): 0.8}
(9, 17),N,{(9, 19): 0.2, (9, 18): 0.8}
(9, 17),S,{(9, 15): 0.2, (9, 16): 0.8}
(9, 17),E,{(11, 17): 0.2, (10, 17): 0.8}
(9, 17),W,{(7, 17): 0.2, (8, 17): 0.8}
(6, 2),N,{(6, 4): 0.2, (6, 3): 0.8}
(6, 2),S,{(6, 0): 0.2, (6, 1): 0.8}
(6, 2),E,{(8, 2): 0.2, (7, 2): 0.8}
(6, 2),W,{(4, 2): 0.2, (5, 2): 0.8}
(6, 11),N,{(6, 13): 0.2, (6, 12): 0.8}
(6, 11),S,{(6, 9): 0.2, (6, 10): 0.8}
(6, 11),E,{(8, 11): 0.2, (7, 11): 0.8}
(6, 11),W,{(4, 11): 0.2, (5, 11): 0.8}
(6, 20),S,{(6, 18): 0.2, (6, 19): 0.8}
(6, 20),E,{(8, 20): 0.2, (7, 20): 0.8}
(6, 20),W,{(4, 20): 0.2, (5, 20): 0.8}
(6, 20),N,{(6, 20): 1}
(12, 18),N,{(12, 20): 0.2, (12, 19): 0.8}
(12, 18),S,{(12, 16): 0.2, (12, 17): 0.8}
(12, 18),E,{(14, 18): 0.2, (13, 18): 0.8}
(12, 18),W,{(10, 18): 0.2, (11, 18): 0.8}
(2, 4),N,{(2, 6): 0.2, (2, 5): 0.8}
(2, 4),S,{(2, 2): 0.2, (2, 3): 0.8}
(2, 4),E,{(4, 4): 0.2, (3, 4): 0.8}
(2, 4),W,{(0, 4): 0.2, (1, 4): 0.8}
(13, 1),N,{(13, 3): 0.2, (13, 2): 0.8}
(13, 1),S,{(13, 0): 1.0}
(13, 1),E,{(15, 1): 0.2, (14, 1): 0.8}
(13, 1),W,{(11, 1): 0.2, (12, 1): 0.8}
(1, 8),N,{(1, 10): 0.2, (1, 9): 0.8}
(1, 8),S,{(1, 6): 0.2, (1, 7): 0.8}
(1, 8),E,{(3, 8): 0.2, (2, 8): 0.8}
(1, 8),W,{(0, 8): 1.0}
(13, 10),N,{(13, 12): 0.2, (13, 11): 0.8}
(13, 10),S,{(13, 8): 0.2, (13, 9): 0.8}
(13, 10),E,{(15, 10): 0.2, (14, 10): 0.8}
(13, 10),W,{(11, 10): 0.2, (12, 10): 0.8}
(16, 6),N,{(16, 8): 0.2, (16, 7): 0.8}
(16, 6),S,{(16, 4): 0.2, (16, 5): 0.8}
(16, 6),E,{(18, 6): 0.2, (17, 6): 0.8}
(16, 6),W,{(14, 6): 0.2, (15, 6): 0.8}
(1, 17),N,{(1, 19): 0.2, (1, 18): 0.8}
(1, 17),S,{(1, 15): 0.2, (1, 16): 0.8}
(1, 17),E,{(3, 17): 0.2, (2, 17): 0.8}
(1, 17),W,{(0, 17): 1.0}
(13, 19),N,{(13, 20): 1.0}
(13, 19),S,{(13, 17): 0.2, (13, 18): 0.8}
(13, 19),E,{(15, 19): 0.2, (14, 19): 0.8}
(13, 19),W,{(11, 19): 0.2, (12, 19): 0.8}
(16, 15),N,{(16, 17): 0.2, (16, 16): 0.8}
(16, 15),S,{(16, 13): 0.2, (16, 14): 0.8}
(16, 15),E,{(18, 15): 0.2, (17, 15): 0.8}
(16, 15),W,{(14, 15): 0.2, (15, 15): 0.8}
(5, 5),N,{(5, 7): 0.2, (5, 6): 0.8}
(5, 5),S,{(5, 3): 0.2, (5, 4): 0.8}
(5, 5),E,{(7, 5): 0.2, (6, 5): 0.8}
(5, 5),W,{(3, 5): 0.2, (4, 5): 0.8}
(17, 7),N,{(17, 9): 0.2, (17, 8): 0.8}
(17, 7),S,{(17, 5): 0.2, (17, 6): 0.8}
(17, 7),E,{(19, 7): 0.2, (18, 7): 0.8}
(17, 7),W,{(15, 7): 0.2, (16, 7): 0.8}
(9, 3),N,{(9, 5): 0.2, (9, 4): 0.8}
(9, 3),S,{(9, 1): 0.2, (9, 2): 0.8}
(9, 3),E,{(11, 3): 0.2, (10, 3): 0.8}
(9, 3),W,{(7, 3): 0.2, (8, 3): 0.8}
(5, 14),N,{(5, 16): 0.2, (5, 15): 0.8}
(5, 14),S,{(5, 12): 0.2, (5, 13): 0.8}
(5, 14),E,{(7, 14): 0.2, (6, 14): 0.8}
