(26, 21),N,{(26, 23): 0.2, (26, 22): 0.8}
(11, 42),N,{(11, 44): 0.2, (11, 43): 0.8}
(11, 42),S,{(11, 40): 0.2, (11, 41): 0.8}
(11, 42),E,{(13, 42): 0.2, (12, 42): 0.8}
(11, 42),W,{(9, 42): 0.2, (10, 42): 0.8}
(12, 7),N,{(12, 9): 0.2, (12, 8): 0.8}
(12, 7),S,{(12, 5): 0.2, (12, 6): 0.8}
(12, 7),E,{(14, 7): 0.2, (13, 7): 0.8}
(12, 7),W,{(10, 7): 0.2, (11, 7): 0.8}
(31, 20),N,{(31, 22): 0.2, (31, 21): 0.8}
(31, 20),S,{(31, 18): 0.2, (31, 19): 0.8}
(31, 20),E,{(33, 20): 0.2, (32, 20): 0.8}
(31, 20),W,{(29, 20): 0.2, (30, 20): 0.8}
(4, 3),N,{(4, 5): 0.2, (4, 4): 0.8}
(4, 3),S,{(4, 1): 0.2, (4, 2): 0.8}
(4, 3),E,{(6, 3): 0.2, (5, 3): 0.8}
(4, 3),W,{(2, 3): 0.2, (3, 3): 0.8}
(44, 39),N,{(44, 41): 0.2, (44, 40): 0.8}
(44, 39),S,{(44, 37): 0.2, (44, 38): 0.8}
(44, 39),E,{(46, 39): 0.2, (45, 39): 0.8}
(44, 39),W,{(42, 39): 0.2, (43, 39): 0.8}
(23, 16),N,{(23, 18): 0.2, (23, 17): 0.8}
(23, 16),S,{(23, 14): 0.2, (23, 15): 0.8}
(23, 16),E,{(25, 16): 0.2, (24, 16): 0.8}
(23, 16),W,{(21, 16): 0.2, (22, 16): 0.8}
(34, 31),N,{(34, 33): 0.2, (34, 32): 0.8}
(34, 31),S,{(34, 29): 0.2, (34, 30): 0.8}
(34, 31),E,{(36, 31): 0.2, (35, 31): 0.8}
(34, 31),W,{(32, 31): 0.2, (33, 31): 0.8}
(45, 40),N,{(45, 42): 0.2, (45, 41): 0.8}
(45, 40),S,{(45, 38): 0.2, (45, 39): 0.8}
(45, 40),E,{(47, 40): 0.2, (46, 40): 0.8}
(45, 40),W,{(43, 40): 0.2, (44, 40): 0.8}
(46, 5),N,{(46, 7): 0.2, (46, 6): 0.8}
(46, 5),S,{(46, 3): 0.2, (46, 4): 0.8}
(46, 5),E,{(48, 5): 0.2, (47, 5): 0.8}
(46, 5),W,{(44, 5): 0.2, (45, 5): 0.8}
(37, 36),N,{(37, 38): 0.2, (37, 37): 0.8}
(37, 36),S,{(37, 34): 0.2, (37, 35): 0.8}
(37, 36),E,{(39, 36): 0.2, (38, 36): 0.8}
(37, 36),W,{(35, 36): 0.2, (36, 36): 0.8}
(38, 1),N,{(38, 3): 0.2, (38, 2): 0.8}
(38, 1),S,{(38, 0): 1.0}
(38, 1),E,{(40, 1): 0.2, (39, 1): 0.8}
(38, 1),W,{(36, 1): 0.2, (37, 1): 0.8}
(3, 43),N,{(3, 45): 0.2, (3, 44): 0.8}
(3, 43),S,{(3, 41): 0.2, (3, 42): 0.8}
(3, 43),E,{(5, 43): 0.2, (4, 43): 0.8}
(3, 43),W,{(1, 43): 0.2, (2, 43): 0.8}
(49, 10),N,{(49, 12): 0.2, (49, 11): 0.8}
(49, 10),S,{(49, 8): 0.2, (49, 9): 0.8}
(49, 10),E,{(50, 10): 1.0}
(49, 10),W,{(47, 10): 0.2, (48, 10): 0.8}
(15, 17),N,{(15, 19): 0.2, (15, 18): 0.8}
(15, 17),S,{(15, 15): 0.2, (15, 16): 0.8}
(15, 17),E,{(17, 17): 0.2, (16, 17): 0.8}
(15, 17),W,{(13, 17): 0.2, (14, 17): 0.8}
(7, 13),N,{(7, 15): 0.2, (7, 14): 0.8}
(7, 13),S,{(7, 11): 0.2, (7, 12): 0.8}
(7, 13),E,{(9, 13): 0.2, (8, 13): 0.8}
(7, 13),W,{(5, 13): 0.2, (6, 13): 0.8}
(26, 26),N,{(26, 28): 0.2, (26, 27): 0.8}
(26, 26),S,{(26, 24): 0.2, (26, 25): 0.8}
(26, 26),E,{(28, 26): 0.2, (27, 26): 0.8}
(26, 26),W,{(24, 26): 0.2, (25, 26): 0.8}
(18, 22),N,{(18, 24): 0.2, (18, 23): 0.8}
(18, 22),S,{(18, 20): 0.2, (18, 21): 0.8}
(18, 22),E,{(20, 22): 0.2, (19, 22): 0.8}
(18, 22),W,{(16, 22): 0.2, (17, 22): 0.8}
(38, 37),N,{(38, 39): 0.2, (38, 38): 0.8}
(38, 37),S,{(38, 35): 0.2, (38, 36): 0.8}
(38, 37),E,{(40, 37): 0.2, (39, 37): 0.8}
(38, 37),W,{(36, 37): 0.2, (37, 37): 0.8}
(50, 11),N,{(50, 13): 0.2, (50, 12): 0.8}
(50, 11),S,{(50, 9): 0.2, (50, 10): 0.8}
(50, 11),W,{(48, 11): 0.2, (49, 11): 0.8}
(50, 11),E,{(50, 11): 1}
(42, 7),N,{(42, 9): 0.2, (42, 8): 0.8}
(42, 7),S,{(42, 5): 0.2, (42, 6): 0.8}
(42, 7),E,{(44, 7): 0.2, (43, 7): 0.8}
(42, 7),W,{(40, 7): 0.2, (41, 7): 0.8}
(8, 14),N,{(8, 16): 0.2, (8, 15): 0.8}
(8, 14),S,{(8, 12): 0.2, (8, 13): 0.8}
(8, 14),E,{(10, 14): 0.2, (9, 14): 0.8}
(8, 14),W,{(6, 14): 0.2, (7, 14): 0.8}
(27, 27),N,{(27, 29): 0.2, (27, 28): 0.8}
(27, 27),S,{(27, 25): 0.2, (27, 26): 0.8}
(27, 27),E,{(29, 27): 0.2, (28, 27): 0.8}
(27, 27),W,{(25, 27): 0.2, (26, 27): 0.8}
(0, 10),N,{(0, 12): 0.2, (0, 11): 0.8}
(0, 10),S,{(0, 8): 0.2, (0, 9): 0.8}
(0, 10),E,{(2, 10): 0.2, (1, 10): 0.8}
(0, 10),W,{(0, 10): 1}
(19, 23),N,{(19, 25): 0.2, (19, 24): 0.8}
(19, 23),S,{(19, 21): 0.2, (19, 22): 0.8}
(19, 23),E,{(21, 23): 0.2, (20, 23): 0.8}
(19, 23),W,{(17, 23): 0.2, (18, 23): 0.8}
(11, 19),N,{(11, 21): 0.2, (11, 20): 0.8}
(11, 19),S,{(11, 17): 0.2, (11, 18): 0.8}
(11, 19),E,{(13, 19): 0.2, (12, 19): 0.8}
(11, 19),W,{(9, 19): 0.2, (10, 19): 0.8}
(39, 1),N,{(39, 3): 0.2, (39, 2): 0.8}
(39, 1),S,{(39, 0): 1.0}
(39, 1),E,{(41, 1): 0.2, (40, 1): 0.8}
(39, 1),W,{(37, 1): 0.2, (38, 1): 0.8}
(30, 32),N,{(30, 34): 0.2, (30, 33): 0.8}
(30, 32),S,{(30, 30): 0.2, (30, 31): 0.8}
(30, 32),E,{(32, 32): 0.2, (31, 32): 0.8}
(30, 32),W,{(28, 32): 0.2, (29, 32): 0.8}
(33, 43),N,{(33, 45): 0.2, (33, 44): 0.8}
(33, 43),S,{(33, 41): 0.2, (33, 42): 0.8}
(33, 43),E,{(35, 43): 0.2, (34, 43): 0.8}
(33, 43),W,{(31, 43): 0.2, (32, 43): 0.8}
(34, 8),N,{(34, 10): 0.2, (34, 9): 0.8}
(34, 8),S,{(34, 6): 0.2, (34, 7): 0.8}
(34, 8),E,{(36, 8): 0.2, (35, 8): 0.8}
(34, 8),W,{(32, 8): 0.2, (33, 8): 0.8}
(25, 39),N,{(25, 41): 0.2, (25, 40): 0.8}
(25, 39),S,{(25, 37): 0.2, (25, 38): 0.8}
(25, 39),E,{(27, 39): 0.2, (26, 39): 0.8}
(25, 39),W,{(23, 39): 0.2, (24, 39): 0.8}
(4, 16),N,{(4, 18): 0.2, (4, 17): 0.8}
(4, 16),S,{(4, 14): 0.2, (4, 15): 0.8}
(4, 16),E,{(6, 16): 0.2, (5, 16): 0.8}
(4, 16),W,{(2, 16): 0.2, (3, 16): 0.8}
(45, 17),N,{(45, 19): 0.2, (45, 18): 0.8}
(45, 17),S,{(45, 15): 0.2, (45, 16): 0.8}
(45, 17),E,{(47, 17): 0.2, (46, 17): 0.8}
(45, 17),W,{(43, 17): 0.2, (44, 17): 0.8}
(37, 13),N,{(37, 15): 0.2, (37, 14): 0.8}
(37, 13),S,{(37, 11): 0.2, (37, 12): 0.8}
(37, 13),E,{(39, 13): 0.2, (38, 13): 0.8}
(37, 13),W,{(35, 13): 0.2, (36, 13): 0.8}
(3, 20),N,{(3, 22): 0.2, (3, 21): 0.8}
(3, 20),S,{(3, 18): 0.2, (3, 19): 0.8}
(3, 20),E,{(5, 20): 0.2, (4, 20): 0.8}
(3, 20),W,{(1, 20): 0.2, (2, 20): 0.8}
(22, 33),N,{(22, 35): 0.2, (22, 34): 0.8}
(22, 33),S,{(22, 31): 0.2, (22, 32): 0.8}
(22, 33),E,{(24, 33): 0.2, (23, 33): 0.8}
(22, 33),W,{(20, 33): 0.2, (21, 33): 0.8}
(14, 29),N,{(14, 31): 0.2, (14, 30): 0.8}
(14, 29),S,{(14, 27): 0.2, (14, 28): 0.8}
(14, 29),E,{(16, 29): 0.2, (15, 29): 0.8}
(14, 29),W,{(12, 29): 0.2, (13, 29): 0.8}
(34, 44),N,{(34, 45): 1.0}
(34, 44),S,{(34, 42): 0.2, (34, 43): 0.8}
(34, 44),E,{(36, 44): 0.2, (35, 44): 0.8}
(34, 44),W,{(32, 44): 0.2, (33, 44): 0.8}
(26, 3),N,{(26, 5): 0.2, (26, 4): 0.8}
(26, 3),S,{(26, 1): 0.2, (26, 2): 0.8}
(26, 3),E,{(28, 3): 0.2, (27, 3): 0.8}
(26, 3),W,{(24, 3): 0.2, (25, 3): 0.8}
(46, 18),N,{(46, 20): 0.2, (46, 19): 0.8}
(46, 18),S,{(46, 16): 0.2, (46, 17): 0.8}
(46, 18),E,{(48, 18): 0.2, (47, 18): 0.8}
(46, 18),W,{(44, 18): 0.2, (45, 18): 0.8}
(38, 14),N,{(38, 16): 0.2, (38, 15): 0.8}
(38, 14),S,{(38, 12): 0.2, (38, 13): 0.8}
(38, 14),E,{(40, 14): 0.2, (39, 14): 0.8}
(38, 14),W,{(36, 14): 0.2, (37, 14): 0.8}
(49, 23),N,{(49, 25): 0.2, (49, 24): 0.8}
(49, 23),S,{(49, 21): 0.2, (49, 22): 0.8}
(49, 23),E,{(50, 23): 1.0}
(49, 23),W,{(47, 23): 0.2, (48, 23): 0.8}
(15, 30),N,{(15, 32): 0.2, (15, 31): 0.8}
(15, 30),S,{(15, 28): 0.2, (15, 29): 0.8}
(15, 30),E,{(17, 30): 0.2, (16, 30): 0.8}
(15, 30),W,{(13, 30): 0.2, (14, 30): 0.8}
(7, 26),N,{(7, 28): 0.2, (7, 27): 0.8}
(7, 26),S,{(7, 24): 0.2, (7, 25): 0.8}
(7, 26),E,{(9, 26): 0.2, (8, 26): 0.8}
(7, 26),W,{(5, 26): 0.2, (6, 26): 0.8}
(26, 39),N,{(26, 41): 0.2, (26, 40): 0.8}
(26, 39),S,{(26, 37): 0.2, (26, 38): 0.8}
(26, 39),E,{(28, 39): 0.2, (27, 39): 0.8}
(26, 39),W,{(24, 39): 0.2, (25, 39): 0.8}
(27, 4),N,{(27, 6): 0.2, (27, 5): 0.8}
(27, 4),S,{(27, 2): 0.2, (27, 3): 0.8}
(27, 4),E,{(29, 4): 0.2, (28, 4): 0.8}
(27, 4),W,{(25, 4): 0.2, (26, 4): 0.8}
(18, 35),N,{(18, 37): 0.2, (18, 36): 0.8}
(18, 35),S,{(18, 33): 0.2, (18, 34): 0.8}
(18, 35),E,{(20, 35): 0.2, (19, 35): 0.8}
(18, 35),W,{(16, 35): 0.2, (17, 35): 0.8}
(19, 0),N,{(19, 2): 0.2, (19, 1): 0.8}
(19, 0),E,{(21, 0): 0.2, (20, 0): 0.8}
(19, 0),W,{(17, 0): 0.2, (18, 0): 0.8}
(19, 0),S,{(19, 0): 1}
(30, 9),N,{(30, 11): 0.2, (30, 10): 0.8}
(30, 9),S,{(30, 7): 0.2, (30, 8): 0.8}
(30, 9),E,{(32, 9): 0.2, (31, 9): 0.8}
(30, 9),W,{(28, 9): 0.2, (29, 9): 0.8}
(0, 23),N,{(0, 25): 0.2, (0, 24): 0.8}
(0, 23),S,{(0, 21): 0.2, (0, 22): 0.8}
(0, 23),E,{(2, 23): 0.2, (1, 23): 0.8}
(0, 23),W,{(0, 23): 1}
(41, 24),N,{(41, 26): 0.2, (41, 25): 0.8}
(41, 24),S,{(41, 22): 0.2, (41, 23): 0.8}
(41, 24),E,{(43, 24): 0.2, (42, 24): 0.8}
(41, 24),W,{(39, 24): 0.2, (40, 24): 0.8}
(33, 20),N,{(33, 22): 0.2, (33, 21): 0.8}
(33, 20),S,{(33, 18): 0.2, (33, 19): 0.8}
(33, 20),E,{(35, 20): 0.2, (34, 20): 0.8}
(33, 20),W,{(31, 20): 0.2, (32, 20): 0.8}
(44, 29),N,{(44, 31): 0.2, (44, 30): 0.8}
(44, 29),S,{(44, 27): 0.2, (44, 28): 0.8}
(44, 29),E,{(46, 29): 0.2, (45, 29): 0.8}
(44, 29),W,{(42, 29): 0.2, (43, 29): 0.8}
(10, 36),N,{(10, 38): 0.2, (10, 37): 0.8}
(10, 36),S,{(10, 34): 0.2, (10, 35): 0.8}
(10, 36),E,{(12, 36): 0.2, (11, 36): 0.8}
(10, 36),W,{(8, 36): 0.2, (9, 36): 0.8}
(2, 32),N,{(2, 34): 0.2, (2, 33): 0.8}
(2, 32),S,{(2, 30): 0.2, (2, 31): 0.8}
(2, 32),E,{(4, 32): 0.2, (3, 32): 0.8}
(2, 32),W,{(0, 32): 0.2, (1, 32): 0.8}
(22, 10),N,{(22, 12): 0.2, (22, 11): 0.8}
(22, 10),S,{(22, 8): 0.2, (22, 9): 0.8}
(22, 10),E,{(24, 10): 0.2, (23, 10): 0.8}
(22, 10),W,{(20, 10): 0.2, (21, 10): 0.8}
(34, 21),N,{(34, 23): 0.2, (34, 22): 0.8}
(34, 21),S,{(34, 19): 0.2, (34, 20): 0.8}
(34, 21),E,{(36, 21): 0.2, (35, 21): 0.8}
(34, 21),W,{(32, 21): 0.2, (33, 21): 0.8}
(45, 30),N,{(45, 32): 0.2, (45, 31): 0.8}
(45, 30),S,{(45, 28): 0.2, (45, 29): 0.8}
(45, 30),E,{(47, 30): 0.2, (46, 30): 0.8}
(45, 30),W,{(43, 30): 0.2, (44, 30): 0.8}
(37, 26),N,{(37, 28): 0.2, (37, 27): 0.8}
(37, 26),S,{(37, 24): 0.2, (37, 25): 0.8}
(37, 26),E,{(39, 26): 0.2, (38, 26): 0.8}
(37, 26),W,{(35, 26): 0.2, (36, 26): 0.8}
(3, 33),N,{(3, 35): 0.2, (3, 34): 0.8}
(3, 33),S,{(3, 31): 0.2, (3, 32): 0.8}
(3, 33),E,{(5, 33): 0.2, (4, 33): 0.8}
(3, 33),W,{(1, 33): 0.2, (2, 33): 0.8}
(49, 0),N,{(49, 2): 0.2, (49, 1): 0.8}
(49, 0),E,{(50, 0): 1.0}
(49, 0),W,{(47, 0): 0.2, (48, 0): 0.8}
(49, 0),S,{(49, 0): 1}
(14, 42),N,{(14, 44): 0.2, (14, 43): 0.8}
(14, 42),S,{(14, 40): 0.2, (14, 41): 0.8}
(14, 42),E,{(16, 42): 0.2, (15, 42): 0.8}
(14, 42),W,{(12, 42): 0.2, (13, 42): 0.8}
(15, 7),N,{(15, 9): 0.2, (15, 8): 0.8}
(15, 7),S,{(15, 5): 0.2, (15, 6): 0.8}
(15, 7),E,{(17, 7): 0.2, (16, 7): 0.8}
(15, 7),W,{(13, 7): 0.2, (14, 7): 0.8}
(7, 3),N,{(7, 5): 0.2, (7, 4): 0.8}
(7, 3),S,{(7, 1): 0.2, (7, 2): 0.8}
(7, 3),E,{(9, 3): 0.2, (8, 3): 0.8}
(7, 3),W,{(5, 3): 0.2, (6, 3): 0.8}
(26, 16),N,{(26, 18): 0.2, (26, 17): 0.8}
(26, 16),S,{(26, 14): 0.2, (26, 15): 0.8}
(26, 16),E,{(28, 16): 0.2, (27, 16): 0.8}
(26, 16),W,{(24, 16): 0.2, (25, 16): 0.8}
(18, 12),N,{(18, 14): 0.2, (18, 13): 0.8}
(18, 12),S,{(18, 10): 0.2, (18, 11): 0.8}
(18, 12),E,{(20, 12): 0.2, (19, 12): 0.8}
(18, 12),W,{(16, 12): 0.2, (17, 12): 0.8}
(29, 27),N,{(29, 29): 0.2, (29, 28): 0.8}
(29, 27),S,{(29, 25): 0.2, (29, 26): 0.8}
(29, 27),E,{(31, 27): 0.2, (30, 27): 0.8}
(29, 27),W,{(27, 27): 0.2, (28, 27): 0.8}
(8, 4),N,{(8, 6): 0.2, (8, 5): 0.8}
(8, 4),S,{(8, 2): 0.2, (8, 3): 0.8}
(8, 4),E,{(10, 4): 0.2, (9, 4): 0.8}
(8, 4),W,{(6, 4): 0.2, (7, 4): 0.8}
(48, 40),N,{(48, 42): 0.2, (48, 41): 0.8}
(48, 40),S,{(48, 38): 0.2, (48, 39): 0.8}
(48, 40),E,{(50, 40): 0.2, (49, 40): 0.8}
(48, 40),W,{(46, 40): 0.2, (47, 40): 0.8}
(0, 0),N,{(0, 2): 0.2, (0, 1): 0.8}
(0, 0),E,{(2, 0): 0.2, (1, 0): 0.8}
(0, 0),S,{(0, 0): 1}
(0, 0),W,{(0, 0): 1}
(40, 36),N,{(40, 38): 0.2, (40, 37): 0.8}
(40, 36),S,{(40, 34): 0.2, (40, 35): 0.8}
(40, 36),E,{(42, 36): 0.2, (41, 36): 0.8}
(40, 36),W,{(38, 36): 0.2, (39, 36): 0.8}
(41, 1),N,{(41, 3): 0.2, (41, 2): 0.8}
(41, 1),S,{(41, 0): 1.0}
(41, 1),E,{(43, 1): 0.2, (42, 1): 0.8}
(41, 1),W,{(39, 1): 0.2, (40, 1): 0.8}
(6, 43),N,{(6, 45): 0.2, (6, 44): 0.8}
(6, 43),S,{(6, 41): 0.2, (6, 42): 0.8}
(6, 43),E,{(8, 43): 0.2, (7, 43): 0.8}
(6, 43),W,{(4, 43): 0.2, (5, 43): 0.8}
(11, 9),N,{(11, 11): 0.2, (11, 10): 0.8}
(11, 9),S,{(11, 7): 0.2, (11, 8): 0.8}
(11, 9),E,{(13, 9): 0.2, (12, 9): 0.8}
(11, 9),W,{(9, 9): 0.2, (10, 9): 0.8}
(41, 37),N,{(41, 39): 0.2, (41, 38): 0.8}
(41, 37),S,{(41, 35): 0.2, (41, 36): 0.8}
(41, 37),E,{(43, 37): 0.2, (42, 37): 0.8}
(41, 37),W,{(39, 37): 0.2, (40, 37): 0.8}
(33, 33),N,{(33, 35): 0.2, (33, 34): 0.8}
(33, 33),S,{(33, 31): 0.2, (33, 32): 0.8}
(33, 33),E,{(35, 33): 0.2, (34, 33): 0.8}
(33, 33),W,{(31, 33): 0.2, (32, 33): 0.8}
(25, 29),N,{(25, 31): 0.2, (25, 30): 0.8}
(25, 29),S,{(25, 27): 0.2, (25, 28): 0.8}
(25, 29),E,{(27, 29): 0.2, (26, 29): 0.8}
(25, 29),W,{(23, 29): 0.2, (24, 29): 0.8}
(44, 42),N,{(44, 44): 0.2, (44, 43): 0.8}
(44, 42),S,{(44, 40): 0.2, (44, 41): 0.8}
(44, 42),E,{(46, 42): 0.2, (45, 42): 0.8}
(44, 42),W,{(42, 42): 0.2, (43, 42): 0.8}
(45, 7),N,{(45, 9): 0.2, (45, 8): 0.8}
(45, 7),S,{(45, 5): 0.2, (45, 6): 0.8}
(45, 7),E,{(47, 7): 0.2, (46, 7): 0.8}
(45, 7),W,{(43, 7): 0.2, (44, 7): 0.8}
(37, 3),N,{(37, 5): 0.2, (37, 4): 0.8}
(37, 3),S,{(37, 1): 0.2, (37, 2): 0.8}
(37, 3),E,{(39, 3): 0.2, (38, 3): 0.8}
(37, 3),W,{(35, 3): 0.2, (36, 3): 0.8}
(2, 45),S,{(2, 43): 0.2, (2, 44): 0.8}
(2, 45),E,{(4, 45): 0.2, (3, 45): 0.8}
(2, 45),W,{(0, 45): 0.2, (1, 45): 0.8}
(2, 45),N,{(2, 45): 1}
(3, 10),N,{(3, 12): 0.2, (3, 11): 0.8}
(3, 10),S,{(3, 8): 0.2, (3, 9): 0.8}
(3, 10),E,{(5, 10): 0.2, (4, 10): 0.8}
(3, 10),W,{(1, 10): 0.2, (2, 10): 0.8}
(22, 23),N,{(22, 25): 0.2, (22, 24): 0.8}
(22, 23),S,{(22, 21): 0.2, (22, 22): 0.8}
(22, 23),E,{(24, 23): 0.2, (23, 23): 0.8}
(22, 23),W,{(20, 23): 0.2, (21, 23): 0.8}
(14, 19),N,{(14, 21): 0.2, (14, 20): 0.8}
(14, 19),S,{(14, 17): 0.2, (14, 18): 0.8}
(14, 19),E,{(16, 19): 0.2, (15, 19): 0.8}
(14, 19),W,{(12, 19): 0.2, (13, 19): 0.8}
(38, 4),N,{(38, 6): 0.2, (38, 5): 0.8}
(38, 4),S,{(38, 2): 0.2, (38, 3): 0.8}
(38, 4),E,{(40, 4): 0.2, (39, 4): 0.8}
(38, 4),W,{(36, 4): 0.2, (37, 4): 0.8}
(36, 43),N,{(36, 45): 0.2, (36, 44): 0.8}
(36, 43),S,{(36, 41): 0.2, (36, 42): 0.8}
(36, 43),E,{(38, 43): 0.2, (37, 43): 0.8}
(36, 43),W,{(34, 43): 0.2, (35, 43): 0.8}
(28, 39),N,{(28, 41): 0.2, (28, 40): 0.8}
(28, 39),S,{(28, 37): 0.2, (28, 38): 0.8}
(28, 39),E,{(30, 39): 0.2, (29, 39): 0.8}
(28, 39),W,{(26, 39): 0.2, (27, 39): 0.8}
(7, 16),N,{(7, 18): 0.2, (7, 17): 0.8}
(7, 16),S,{(7, 14): 0.2, (7, 15): 0.8}
(7, 16),E,{(9, 16): 0.2, (8, 16): 0.8}
(7, 16),W,{(5, 16): 0.2, (6, 16): 0.8}
(48, 17),N,{(48, 19): 0.2, (48, 18): 0.8}
(48, 17),S,{(48, 15): 0.2, (48, 16): 0.8}
(48, 17),E,{(50, 17): 0.2, (49, 17): 0.8}
(48, 17),W,{(46, 17): 0.2, (47, 17): 0.8}
(29, 40),N,{(29, 42): 0.2, (29, 41): 0.8}
(29, 40),S,{(29, 38): 0.2, (29, 39): 0.8}
(29, 40),E,{(31, 40): 0.2, (30, 40): 0.8}
(29, 40),W,{(27, 40): 0.2, (28, 40): 0.8}
(21, 36),N,{(21, 38): 0.2, (21, 37): 0.8}
(21, 36),S,{(21, 34): 0.2, (21, 35): 0.8}
(21, 36),E,{(23, 36): 0.2, (22, 36): 0.8}
(21, 36),W,{(19, 36): 0.2, (20, 36): 0.8}
(41, 14),N,{(41, 16): 0.2, (41, 15): 0.8}
(41, 14),S,{(41, 12): 0.2, (41, 13): 0.8}
(41, 14),E,{(43, 14): 0.2, (42, 14): 0.8}
(41, 14),W,{(39, 14): 0.2, (40, 14): 0.8}
(33, 10),N,{(33, 12): 0.2, (33, 11): 0.8}
(33, 10),S,{(33, 8): 0.2, (33, 9): 0.8}
(33, 10),E,{(35, 10): 0.2, (34, 10): 0.8}
(33, 10),W,{(31, 10): 0.2, (32, 10): 0.8}
(25, 6),N,{(25, 8): 0.2, (25, 7): 0.8}
(25, 6),S,{(25, 4): 0.2, (25, 5): 0.8}
(25, 6),E,{(27, 6): 0.2, (26, 6): 0.8}
(25, 6),W,{(23, 6): 0.2, (24, 6): 0.8}
(44, 19),N,{(44, 21): 0.2, (44, 20): 0.8}
(44, 19),S,{(44, 17): 0.2, (44, 18): 0.8}
(44, 19),E,{(46, 19): 0.2, (45, 19): 0.8}
(44, 19),W,{(42, 19): 0.2, (43, 19): 0.8}
(10, 26),N,{(10, 28): 0.2, (10, 27): 0.8}
(10, 26),S,{(10, 24): 0.2, (10, 25): 0.8}
(10, 26),E,{(12, 26): 0.2, (11, 26): 0.8}
(10, 26),W,{(8, 26): 0.2, (9, 26): 0.8}
(2, 22),N,{(2, 24): 0.2, (2, 23): 0.8}
(2, 22),S,{(2, 20): 0.2, (2, 21): 0.8}
(2, 22),E,{(4, 22): 0.2, (3, 22): 0.8}
(2, 22),W,{(0, 22): 0.2, (1, 22): 0.8}
(22, 0),N,{(22, 2): 0.2, (22, 1): 0.8}
(22, 0),E,{(24, 0): 0.2, (23, 0): 0.8}
(22, 0),W,{(20, 0): 0.2, (21, 0): 0.8}
(22, 0),S,{(22, 0): 1}
(34, 11),N,{(34, 13): 0.2, (34, 12): 0.8}
(34, 11),S,{(34, 9): 0.2, (34, 10): 0.8}
(34, 11),E,{(36, 11): 0.2, (35, 11): 0.8}
(34, 11),W,{(32, 11): 0.2, (33, 11): 0.8}
(25, 42),N,{(25, 44): 0.2, (25, 43): 0.8}
(25, 42),S,{(25, 40): 0.2, (25, 41): 0.8}
(25, 42),E,{(27, 42): 0.2, (26, 42): 0.8}
(25, 42),W,{(23, 42): 0.2, (24, 42): 0.8}
(37, 16),N,{(37, 18): 0.2, (37, 17): 0.8}
(37, 16),S,{(37, 14): 0.2, (37, 15): 0.8}
(37, 16),E,{(39, 16): 0.2, (38, 16): 0.8}
(37, 16),W,{(35, 16): 0.2, (36, 16): 0.8}
(3, 23),N,{(3, 25): 0.2, (3, 24): 0.8}
(3, 23),S,{(3, 21): 0.2, (3, 22): 0.8}
(3, 23),E,{(5, 23): 0.2, (4, 23): 0.8}
(3, 23),W,{(1, 23): 0.2, (2, 23): 0.8}
(14, 32),N,{(14, 34): 0.2, (14, 33): 0.8}
(14, 32),S,{(14, 30): 0.2, (14, 31): 0.8}
(14, 32),E,{(16, 32): 0.2, (15, 32): 0.8}
(14, 32),W,{(12, 32): 0.2, (13, 32): 0.8}
(47, 29),N,{(47, 31): 0.2, (47, 30): 0.8}
(47, 29),S,{(47, 27): 0.2, (47, 28): 0.8}
(47, 29),E,{(49, 29): 0.2, (48, 29): 0.8}
(47, 29),W,{(45, 29): 0.2, (46, 29): 0.8}
(26, 6),N,{(26, 8): 0.2, (26, 7): 0.8}
(26, 6),S,{(26, 4): 0.2, (26, 5): 0.8}
(26, 6),E,{(28, 6): 0.2, (27, 6): 0.8}
(26, 6),W,{(24, 6): 0.2, (25, 6): 0.8}
(18, 2),N,{(18, 4): 0.2, (18, 3): 0.8}
(18, 2),S,{(18, 0): 0.2, (18, 1): 0.8}
(18, 2),E,{(20, 2): 0.2, (19, 2): 0.8}
(18, 2),W,{(16, 2): 0.2, (17, 2): 0.8}
(17, 43),N,{(17, 45): 0.2, (17, 44): 0.8}
(17, 43),S,{(17, 41): 0.2, (17, 42): 0.8}
(17, 43),E,{(19, 43): 0.2, (18, 43): 0.8}
(17, 43),W,{(15, 43): 0.2, (16, 43): 0.8}
(9, 39),N,{(9, 41): 0.2, (9, 40): 0.8}
(9, 39),S,{(9, 37): 0.2, (9, 38): 0.8}
(9, 39),E,{(11, 39): 0.2, (10, 39): 0.8}
(9, 39),W,{(7, 39): 0.2, (8, 39): 0.8}
(29, 17),N,{(29, 19): 0.2, (29, 18): 0.8}
(29, 17),S,{(29, 15): 0.2, (29, 16): 0.8}
(29, 17),E,{(31, 17): 0.2, (30, 17): 0.8}
(29, 17),W,{(27, 17): 0.2, (28, 17): 0.8}
(48, 30),N,{(48, 32): 0.2, (48, 31): 0.8}
(48, 30),S,{(48, 28): 0.2, (48, 29): 0.8}
(48, 30),E,{(50, 30): 0.2, (49, 30): 0.8}
(48, 30),W,{(46, 30): 0.2, (47, 30): 0.8}
(21, 13),N,{(21, 15): 0.2, (21, 14): 0.8}
(21, 13),S,{(21, 11): 0.2, (21, 12): 0.8}
(21, 13),E,{(23, 13): 0.2, (22, 13): 0.8}
(21, 13),W,{(19, 13): 0.2, (20, 13): 0.8}
(40, 26),N,{(40, 28): 0.2, (40, 27): 0.8}
(40, 26),S,{(40, 24): 0.2, (40, 25): 0.8}
